"Insert your card number to see installments options","Inserta tu número de tarjeta para ver las opciones de cuotas"
"Are you sure you want to do this?","¿Estás seguro de querer hacer esto?"
"Account Number","Número de Cuenta"
"It's possible to add the Credit Card BINs separated with a pipe, like: '555566|444433', or add a regex with the required BINs","Es posible agregar los BINs de la tarjeta de crédito separados por una barra vertical, como: '555566|444433', o agregar una expresión regular con los BINs requeridos"
"Payment Methods BINs","BINs de Métodos de Pago"
"Minimum Installments","Numero Minimo de Cuotas"
"Maximum Installments","Numero Maximo de Cuotas"
"Maximum Installments Without Interest","Cuotas Máximas Sin Interés"
"Valid integer number; '0' will get the default value","Número entero válido; '0' obtendrá el valor predeterminado"
"Use dot as a decimal separator, e.g.: 100.00","Usar punto como separador decimal, por ejemplo: 100.00"
"Minimum Installment Amount","Monto Mínimo de Cuota"
"Interest Type","Tipo de Interés"
"Interest Rate","Tasa de Interés"
"Start Date","Fecha de Inicio"
"End Date","Fecha de Fin"
"Fill if that rule uses a different account number, otherwise it's not necessary","Llenar si esa regla usa un número de cuenta diferente, de lo contrario no es necesario"
"Minimum Order Amount","Monto Mínimo"
"Maximum Order Amount","Monto Máximo"
"Rule saved.","Regla guardada."
"There was an error saving the rule.","Hubo un error al guardar la regla."
"Enable Rule","Habilitar Regla"
"Rule Title","Título de la Regla"
"Auto Capture","Captura Automática"
"This will make the order change status to Paid Order Status","Esto hará que el pedido cambie de estado a Estado de Pedido Pagado"
"This will make the order change to captured default status","Esto hará que el pedido cambie al estado predeterminado de captura"
"Refund when creditmemo is created from order","Reembolsar cuando se crea una nota de crédito desde el pedido"
"If the order is made with Pix or Credit Card, it'll trigger an online refund command","Si el pedido se realiza con Pix o Tarjeta, se activará un comando de reembolso en línea"
"The order had the amount refunded on Koin. Amount of %1","El pedido tuvo el monto reembolsado en Koin. Monto de %1"
"Error trying to refund order on Koin","Error al intentar reembolsar el pedido en Koin"
"Callback received %1 -> %2","Llamada de retorno recibida: %1 -> %2"
"Payment Methods BINs to exclude","BINs de Métodos de Pago a excluir"
"Adding Credit Card BINs, like: '555566|444433', or add a regex with the required BINs, those BINs will deny the rule, applying the rule only if the BINs do not match this field","Agregando BINs de Tarjeta de Crédito, como: '555566|444433', o agregue una expresión regular con los BINs requeridos, esos BINs denegarán la regla, aplicando la regla solo si los BINs no coinciden con este campo"
"Card Verification Number (CVV)","Código de Seguridad"
"Fetch Info Koin","Consultar Koin"
"The transaction is still open.","La transacción sigue abierta."
"This will be the status when the order remains opened and is cancelled afterwards","Este será el estado cuando el pedido permanezca abierto y sea cancelado posteriormente"
