"Everything ok with your order, we identified your first payment and we'll proceed with your purchase!","Tudo certo com sua compra! Identificamos o pagamento do 1° boleto e a sua compra foi confirmada com sucesso!"
"We'll send you a confirmation email with informations about your account.","Enviaremos para você um e-mail de confirmação do seu pedido com detalhes e informações de rastreamento."
"Callbacks","Callbacks"
"Callback List","Lista de Callbacks"
"Use Sandbox","Usar Sandbox"
"id","ID"
"authorization_code","Código de Autorização"
"payment_method","Bandeira do Cartão"
"status","Status"
"reference_id","ID de Referência"
"business_id","ID Negócio"
"order_id","ID Pedido"
"refund_id","ID Estorno"
"refund_status","Status do Estorno"
"Redirect Credentials","Credenciais do Boleto Parcelado"
"Redirect Payment","Boleto Parcelado (BNPL)"
"Payments Credentials (Pix / Fraud Analysis)","Credenciais de Pagamentos (Pix e Análise de Fraude)"
"Key Provided By Koin","Chave (key) Disponibilizada pela Koin"
"Secret Provided By Koin","App Secret Disponibilizada pela Koin"
"Commerce Provided By Koin","Credencial 'commerce' Disponibilizada pela Koin"
"Your Koin Account Number","Seu número de conta Koin"
"Your Business ID","Seu ID de Negócio (business id)"
"Store Code","Código da loja"
"Expiration Time","Minutos para expiração"
"Minutes to expire the transaction, if empty it'll be 30 minutes","Minutos para expirar a transação, se vazio irá levar 30 minutos"
"Use Custom Pix Payment Key","Usar chave PIX personalizada"
"If you want to use a custom PIX Key instead of a default key on Koin","Se você quer usar uma chave PIX diferente da chave padrão salva na Koin (precisa estar registrada na Koin de ualquer forma)"
"Refunded Order Status","Status para pedidos estornados"
"Copy code","Copiar Código"
"QRCode","QRCode"
"Copied!","Código copiado!"
"Addittional Information","Informações Adicionais"
"Increment ID","ID do pedido"
"General Settings","Configurações Gerais"
"The transaction is taking longer than expected, please try again in a few moments","A transação está demorando mais do que o esperado, por favor, tente tentar novamente em alguns segundos"
"Settings","Settings"
"Fraud Analysis","Análise de Fraude"
"Cancel Denied Orders","Cancelar Pedidos Negados"
"Manage Queue","Gerenciar Fila"
"Queue","Fila"
"Anti Fraud ID","ID Antifraude"
"Evaluation ID","ID de avaliação"
"Analysis Type","Tipo de Análise"
"Executed","Executado"
"Manage Fraud Analysis","Gerenciar Análise de Fraude"
"Resource","Recurso"
"Resource ID","ID do recurso"
"Status used to fraud analysis","Status usado para enviar para análise de fraude"
"Payment Methods selected to send to analysis","Métodos de Pagamento para enviar para análise, somente pedidos nesses métodos serão considerados"
"Change Status Approved Orders","Alterar o Status de Pedidos Aprovados"
"Minimum Order Amount","Vaor Mínimo de Pedido"
"Maximum Order Amount","Valor Máximo de Pedido"
"Aproved Order Status","Status de Pedidos Aprovados"
"Denied Order Status","Status de Pedidos Reprovados"
"Denied Cancelled Order Status","Status de Pedidos Cancelados"
"Change Status Denied Orders","Mudar Status e Pedidos Cancelados"
"Status used to denied but not cancelled orders","Status para pedidos negados mas não cancelados"
"denied","Negado"
"approved","Aprovado"
"received","Recebido"
"queued","Na Fila"
"Method","Método"
"The order was approved by Fraud Analysis","O pedido foi aprovado pela análise antifraude"
"The order was repproved by Fraud Analysis","O pedido foi reprovado pela análise antifraude"
"Requests and Responses","Requisições e Respostas"
"Koin Antifraud Score","Score Antifraude Koin"
"Koin Antifraud Status","Status Antifraude Koin"
"Request List","Lista de Requisições"
"Global Credentials","Credenciais Globais"
"Resolve evaluation after how many minutes?","Fazer análise após quantos minutos?"
"It'll send a date (sla_date) that the evaluation is expected to be resolved based on the config","Irá enviar uma data (sla_date) para a Koin dizendo quando é esperada que a avaliação seja resolvida, baseado nessa config"
"If the order is made with Pix or BNPL, it'll trigger a refund command","Irá disparar um comando de retorno para os métodos de Pagamento da Koin como Pix e Boleto Parcelado"
"Settings related to all payment methods (Pix and BNPL)","Configurações relacionadas às todos os seviços da Koin (Pix, Boleto Parcelado e antifraude)"
"Related to customer data sent to Pix, BNPL and Antifraud","Relacionado aos dados de clientes enviados para os serviços da Koin: Pix, Boleto Parcelado e Antifraude"
"Related to address data sent to Pix, BNPL and Antifraud","Relacionado aos dados de endereço enviados para os serviços da Koin: Pix, Boleto Parcelado e Antifraude"
"These credentials are specific for both services, Pix and Antifraud","Essas credenciais servem para os os serviços Pix e Antifraude "
"These credentials are specific for BNPL service","Credenciais específicas para o serviço de Boleto parcelado (BNPL)"
"BNPL Credentials","Credenciais do Boleto Parcelado"
"Global Credentials and General Settings","Credenciais Globais e Configurações Gerais"
"If 'yes', it'll trigger a refund command to payment method provider, it depends on availability of the payment method to send refund commands to the issuer","Se 'sim', irá disparar um comando de estorno ao método de pagamento, depende da disponibilidade do método de pagamento em efetuar estorno ao gateway (fazer o estorno online pela plataforma)"
"When the order is denied by Koin and cancelled at the store, it'll update the order to that status","Quando um pedido é negado pela Koin e cancelado pela loja, irá mudar o status do pedido para o seguinte status"
"When the order is denied by Koin, it'll update the chosen status","Quando um pedido é negado pela Koin, irá mudar para o status escolhido"
"When the order is approved by Koin, it'll update the order status","Quando um pedido é negado pela Koin, irá mudar o status do pedido"
"Status used to approved orders","Status para pedidos aprovados pela Koin"
"It'll send to Koin only order with a grand total value higher than (or equal) the minimum amount","Irá enviar para a Koin apenas pedidos com o valor total maior ou igual que o valor mínimo"
"The order had the amount of %1 refunded by Koin","O pedido teve o valor de %1 estornado pela Koin."
"Capture Approved Orders","Capturar Pedidos Aprovados"
"If 'yes', it'll trigger a capture command to payment method provider, it depends on availability of the payment method to send capture commands to the issuer","Se 'sim', irá disparar um comando de captura ao método de pagamento, depende da disponibilidade do método de pagamento em efetuar captura ao gateway (fazer a captura online pela plataforma)"
"Koin - Card with Antifraud","Koin - Cartão com Antifraude"
"Credit Card with Antifraud","Cartão de Crédito com Antifraude"
"To work with Fraud Analysis, it's mandatory to enable Magento Cron functions, the fraud analysis are sent to koin through crontab","Para funcionar com a Análise de Fraude, é necessário habilitar as funções de Cron do Magento, a análise de fraude é enviada para a Koin através da crontab"
"Credit Card Information not provided","Informações do Cartão de Crédito não fornecidas"
"Card Installments","Parcelamento"
"What is this?","O que é isso?"
"Card Verification Number","Código de Segurança"
"Year","Ano"
"Month","Mês"
"Expiration Date","Data de Validade"
"Name on Card","Nome no Cartão"
"Card Number","Número do Cartão"
"Credit Card Information","Informações do Cartão"
"Card Information","Informações do Cartão"
"Credentials used for all Koin services, if you don't have the private key, contact us.","Credenciais usadas para todos os serviços da Koin, se você não tem a chave privada, entre em contato conosco."
 "Fraud Analysis (Other Payment Methods)","Análise de Fraude (Outros Métodos de Pagamento)"
"Credit Card Brand","Bandeira do Cartão"
"Card Brand","Bandeira do Cartão"
"Select Brand","Seleciona a Bandeira"
"Authorized Order Status","Status de Pedidos Autorizados"
"Installments","Parcelamento"
"with interest","com juros"
"without interest","sem juros"
"with discount","com desconto"
"%1x of %2 (%3). Total: %4","%1x de %2 (%3). Total: %4"
"1x of %1 (%2). Total: %3","1x de %1 (%2). Total: %3"
"1x of %1 (without interest)","1x de %1 (sem juros)"
"Card Installments","Parcelamento do Cartão"
"Your order wasn't accepted, please, review your payment's data or choose another payment method.","Seu pedido não foi aceito, por favor, revise os dados do seu pagamento ou escolha outro método de pagamento."
"Min Installments","Mínimo de Parcelas"
"Installments Rules","Regras de Parcelamento"
"Manage Items","Gerenciar Itens"
"Create Item","Criar Item"
"Create New Item","Criar Novo Item"
"The Rule has been deleted.","A Regra foi removida."
"The Rule has been enabled.","A Regra foi habilitada."
"The Rule has been disabled.","A Regra foi desabilitada."
"Rule was not found.","Regra não encontrada."
"A total of %1 record(s) have been updated.","A total de %1 registro(s) foram atualizados."
"A total of %1 record(s) have been deleted.","A total de %1 registro(s) foram removidos."
"Delete Rule(s)","Remover Regra(s)"
"Are you sure?","Você tem certeza?"
"Change status","Mudar status"
"Enable","Habilitar"
"Disable","Desabilitar"
"Insert your credit card number to see installments options","Insira o número do seu cartão de crédito para ver as opções de parcelamento"
"Insert your card number to see installments options","Insira o número do seu cartão para ver as opções de parcelamento"
"Are you sure you want to do this?","Você tem certeza que deseja fazer isso?"
"Account Number","Número da Conta"
"It's possible to add the Credit Card BINs separated with a pipe, like: '555566|444433', or add a regex with the required BINs","É possível adicionar os BINs dos cartões de crédito separados por pipe, como: '555566|444433', ou adicionar uma regex com os BINs necessários"
"Payment Methods BINs","BINs dos Métodos de Pagamento"
"Minimum Installments","Número mínimo de Parcelas"
"Maximum Installments","Número máximo de parcelas"
"Maximum Installments Without Interest","Número máximo de parcelas sem juros"
"Valid integer number; '0' will get the default value","Número inteiro válido; '0' irá pegar o valor padrão"
"Use dot as a decimal separator, e.g.: 100.00","Use ponto como separador decimal, ex.: 100.00"
"Minimum Installment Amount","Valor mínimo da parcela"
"Interest Type","Tipo de Juros"
"Interest Rate","Taxa de Juros"
"Start Date","Data de Início"
"End Date","Data de Fim"
"Fill if that rule uses a different account number, otherwise it's not necessary","Preencha se essa regra usa um número de conta diferente, caso contrário não é necessário"
"Minimum Order Amount","Valor Mínimo"
"Maximum Order Amount","Valor Máximo"
"Rule saved.","Regra salva."
"There was an error saving the rule.","Houve um erro ao salvar a regra."
"Enable Rule","Habilitar Regra"
"Rule Title","Título da Regra"
"Auto Capture","Captura Automática"
"This will make the order change status to Paid Order Status","Isso irá fazer o pedido mudar o status para o Status de Pedido Pago"
"This will make the order change to captured default status","Isso irá fazer o pedido mudar para o status padrão de captura"
"Refund when creditmemo is created from order","Estornar quando o memorando de crédito for criado a partir do pedido"
"If the order is made with Pix or Credit Card, it'll trigger an online refund command","Se o pedido for feito com Pix ou Cartão de Crédito, irá disparar um comando de estorno online"
"The order had the amount refunded on Koin. Amount of %1","O pedido teve o valor de %1 estornado pela Koin."
"Error trying to refund order on Koin","Erro ao tentar estornar o pedido na Koin"
"Callback received %1 -> %2","Callback recebido: %1 -> %2"
"Payment Methods BINs to exclude","BINs de Métodos de Pagamento à excluir"
"Adding Credit Card BINs, like: '555566|444433', or add a regex with the required BINs, those BINs will deny the rule, applying the rule only if the BINs do not match this field","Adicionando os BINs dos cartões de crédito, como: '555566|444433', ou adicionar uma regex com os BINs necessários, esses BINs irão negar a regra, aplicando a regra apenas se os BINs não corresponderem a esse campo"
"Card Verification Number (CVV)","Código de Segurança (CVV)"
"Fetch Info Koin","Consultar Koin"
"The transaction is still open.","A transação ainda está aberta."
"This will be the status when the order remains opened and is cancelled afterwards","Este será o status quando o pedido permanecer aberto e for cancelado posteriormente"
